"fiscal_year","contractor","award"
"2006-09-30T00:00:00.000","The Contemporary Austin Museum Inc","83000"
"2006-09-30T00:00:00.000","Zachary Scott Theatre Center","83000"
"2006-09-30T00:00:00.000","Austin Lyric Opera dba Austin Opera","88000"
"2006-09-30T00:00:00.000","Film Society of Austin, Inc.","88000"
"2006-09-30T00:00:00.000","One World","92000"
"2006-09-30T00:00:00.000","Austin Symphony Orchestra Society, Inc.","94000"
"2006-09-30T00:00:00.000","Ballet Austin, Inc.","100000"
"2007-09-30T00:00:00.000","Salvage Vanguard Theater/Trouble Puppet Company","1500"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Nancy Schiesari","1650"
"2007-09-30T00:00:00.000","Texas Juggling Society","1966"
"2007-09-30T00:00:00.000","Austin Young Artists Concert","2610"
"2007-09-30T00:00:00.000","La Peña/ David Gutierrez","3000"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Shay Ishii Dance Company","3100"
"2007-09-30T00:00:00.000","Austin New Music Corporation (Co-op)","3555"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Museum of Ephemerate","3600"
"2007-09-30T00:00:00.000","Salvage Vanguard Theater/The Dionysium","3600"
"2007-09-30T00:00:00.000","Ballet East Dance Company/ Up Rise Productions","3800"
"2007-09-30T00:00:00.000","Salvage Vanguard Theater/Gnap! Theater Projects","3880"
"2007-09-30T00:00:00.000","Refraction Arts Project/ St. Idiot Collective","4100"
"2007-09-30T00:00:00.000","Aienla Project","4113"
"2007-09-30T00:00:00.000","Austin Visual Arts Association/ Tim Pipe","4310"
"2007-09-30T00:00:00.000","Austin Poets International, Inc./ Barbara Youngblood Carr","4365"
"2007-09-30T00:00:00.000","Austin Creative Alliance / John Ashe Corry","4400"
"2007-09-30T00:00:00.000","Austin Creative Alliance / Shrewd Production","4400"
"2007-09-30T00:00:00.000","Public Access Community Television, Inc./ Pam Thompson","4400"
"2007-09-30T00:00:00.000","Austin Civic Wind Ensemble","4450"
"2007-09-30T00:00:00.000","Capitol View Arts","4500"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Yellow Tape Construction Co.","4500"
"2007-09-30T00:00:00.000","Texas Youth Word Collective","4500"
"2007-09-30T00:00:00.000","La Follia Austin Baroque","4600"
"2007-09-30T00:00:00.000","Writer's League of Texas","4600"
"2007-09-30T00:00:00.000","Writer's League of Texas/Shia Shabazz","4600"
"2007-09-30T00:00:00.000","Shady Tree Studios","4700"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Women Printmakers of Austin","4805"
"2007-09-30T00:00:00.000","American Repertory Ensemble","4900"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Bennie Klain aka Trickster Films, LLC","4900"
"2007-09-30T00:00:00.000","Austin Gay & Lesbian International Film Festival (aGLIFF)","5000"
"2007-09-30T00:00:00.000","Tips on Art","5300"
"2007-09-30T00:00:00.000","Austin Creative Alliance / Bernadette Nason the Storyteller","5400"
"2007-09-30T00:00:00.000","Golden Hornet Project, Inc.","5400"
"2007-09-30T00:00:00.000","Tutto Theatre Company","5481"
"2007-09-30T00:00:00.000","The NonProfit Center/Gin Daniel","5830"
"2007-09-30T00:00:00.000","Allison Orr Dance Inc. aka Forklift Dance Works","5884"
"2007-09-30T00:00:00.000","Save Barton Creek Association/ Bill Oliver","6115"
"2007-09-30T00:00:00.000","Austin Chamber Ensemble","6263"
"2007-09-30T00:00:00.000","African American Arts Technical Resource Center/ Bolm Studios","6300"
"2007-09-30T00:00:00.000","Spank Dance Company","6480"
"2007-09-30T00:00:00.000","The Violet Crown Players, Inc.","6505"
"2007-09-30T00:00:00.000","Texas Early Music Project","6600"
"2007-09-30T00:00:00.000","Ballet East Dance Company/ Proyecto Teatro","6703"
"2007-09-30T00:00:00.000","Performance Encounters","6750"
"2007-09-30T00:00:00.000","Austin Visual Arts Association/ Dr. Christopher Adejumo","6850"
"2007-09-30T00:00:00.000","Texas Music Museum","6923"
"2007-09-30T00:00:00.000","COLLIDE/ Epistrophy Arts","7175"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Michele Owens-Pearce","7200"
"2007-09-30T00:00:00.000","Teatro Vivo","7219"
"2007-09-30T00:00:00.000","Austin Gay & Lesbian International Film Festival/ Best Kept Secret","7246"
"2007-09-30T00:00:00.000","Chamber Music Austin","7500"
"2007-09-30T00:00:00.000","Mexic-Arte Museum/ Robert Rodriguez","8000"
"2007-09-30T00:00:00.000","Center for Maximum Potential Building Systems, Inc./ Peter Struble","8291"
"2007-09-30T00:00:00.000","Vortex Repertory Company/Lorella Loftus","9000"
"2007-09-30T00:00:00.000","Red Salmon Arts/ Daniel Llanes","9500"
"2007-09-30T00:00:00.000","Austin Poets International, Inc./ Austin International Poetry Festival","9687"
"2007-09-30T00:00:00.000","The Rhizome Collective","9736"
"2007-09-30T00:00:00.000","Austin Creative Alliance / Tongue & Groove Theatre","9849"
"2007-09-30T00:00:00.000","Austin Dance Ensemble","9900"
"2007-09-30T00:00:00.000","Film Society of Austin, Inc./ Anne Lewis","9900"
"2007-09-30T00:00:00.000","Asian American Community Partnership","10000"
"2007-09-30T00:00:00.000","Austin Children's Choir","10000"
"2007-09-30T00:00:00.000","Badgerdog Literary Publishing","10000"
"2007-09-30T00:00:00.000","Ballet East Dance Company/ Melissa Villarreal","10000"
"2007-09-30T00:00:00.000","Russian Speakers Society","10000"
"2007-09-30T00:00:00.000","Indian Classical Music Circle of Austin","10490"
"2007-09-30T00:00:00.000","Celtic Cultural Center of Texas","10511"
"2007-09-30T00:00:00.000","Second Youth","10789"
"2007-09-30T00:00:00.000","Conservatory Dance Theatre dba The Austin City Ballet","11000"
"2007-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","11469"
"2007-09-30T00:00:00.000","Cine Las Americas/ Youth Liberation Network","11648"
"2007-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)/Austin Latino Theatre Alliance","11916"
"2007-09-30T00:00:00.000","Capital City Men's Chorus","12222"
"2007-09-30T00:00:00.000","Vortex Repertory Company/Ethos AKA Chad Salvata","12430"
"2007-09-30T00:00:00.000","Austin Symphonic Band","12500"
"2007-09-30T00:00:00.000","Borderlands Texas Poetry aka Texas Poetry Review (also Ramona Cearley)","12968"
"2007-09-30T00:00:00.000","Different Stages, Inc.","13967"
"2007-09-30T00:00:00.000","River City Pops","14000"
"2007-09-30T00:00:00.000","Classical Guitar Alive","14052"
"2007-09-30T00:00:00.000","Texas Nafas","14533"
"2007-09-30T00:00:00.000","Austin Civic Orchestra Society","15000"
"2007-09-30T00:00:00.000","Ariel Dance Theatre","15989"
"2007-09-30T00:00:00.000","Chamber Soloists of Austin, Inc.","16502"
"2007-09-30T00:00:00.000","Pollyanna Theatre Company","16778"
"2007-09-30T00:00:00.000","Media Arts & Literacy Institute","18000"
"2007-09-30T00:00:00.000","Austin Celtic Association, Inc.","18588"
"2007-09-30T00:00:00.000","Imagine Art, Inc.","18725"
"2007-09-30T00:00:00.000","Kathy Dunn Hamrick Dance Co.","18812"
"2007-09-30T00:00:00.000","Gilbert & Sullivan Society of Austin, Texas, Inc.","19000"
"2007-09-30T00:00:00.000","Wax Track Gallery International","19000"
"2007-09-30T00:00:00.000","Great Promise for American Indians, Inc.","20000"
"2007-09-30T00:00:00.000","Austin Visual Arts Association","20941"
"2007-09-30T00:00:00.000","Austin Latino/a Lesbian & Gay Organization AKA allgo","21000"
"2007-09-30T00:00:00.000","International Cinematexas Short Film Festival","21000"
"2007-09-30T00:00:00.000","Red Salmon Arts","22480"
"2007-09-30T00:00:00.000","Chorus Austin","22500"
"2007-09-30T00:00:00.000","Texas Democracy Foundation","22500"
"2007-09-30T00:00:00.000","Austin Script Works aka Austin Scriptworks","22942"
"2007-09-30T00:00:00.000","Austin Area Art from the Streets","23505"
"2007-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)","24000"
"2007-09-30T00:00:00.000","Texas Folklife Resources/ Welcome Home Productions","24500"
"2007-09-30T00:00:00.000","Reel Women","24578"
"2007-09-30T00:00:00.000","Center for Women & Their Work / Diverse Arts (also Harold McMillan)","25000"
"2007-09-30T00:00:00.000","Blue Lapis Light, Inc.","25498"
"2007-09-30T00:00:00.000","Ballet East Dance Company","26306"
"2007-09-30T00:00:00.000","Roy Lozano's Ballet Folklorico de Texas","27000"
"2007-09-30T00:00:00.000","Austin Music Foundation","28500"
"2007-09-30T00:00:00.000","Sharir + Bustamante Danceworks","29309"
"2007-09-30T00:00:00.000","Austin Jazz Workshop, Inc.","30000"
"2007-09-30T00:00:00.000","Academia (Aztlan) De Danza Y Folklore","32000"
"2007-09-30T00:00:00.000","Refraction Arts Project","32000"
"2007-09-30T00:00:00.000","African American Arts Technical Resource Center","33000"
"2007-09-30T00:00:00.000","Serie Project, Inc.","33000"
"2007-09-30T00:00:00.000","Johnson/Long Dance Company","33596"
"2007-09-30T00:00:00.000","Dance Umbrella","34000"
"2007-09-30T00:00:00.000","Austin Classical Guitar","35000"
"2007-09-30T00:00:00.000","Austin Federation of Musicians","35000"
"2007-09-30T00:00:00.000","Creative Opportunity Orchestra, Inc.","37000"
"2007-09-30T00:00:00.000","La Peña","38000"
"2007-09-30T00:00:00.000","Progressive Arts Collective","40500"
"2007-09-30T00:00:00.000","Teatro Humanidad Cansada","43286"
"2007-09-30T00:00:00.000","Motion Media Arts Center aka The Austin School of Film","44000"
"2007-09-30T00:00:00.000","Cine Las Americas","45853"
"2007-09-30T00:00:00.000","Vortex Repertory Company","47000"
"2007-09-30T00:00:00.000","Austin Film Festival, Inc.","50000"
"2007-09-30T00:00:00.000","Salvage Vanguard Theatre","50000"
"2007-09-30T00:00:00.000","Zilker Theatre Productions","50000"
"2007-09-30T00:00:00.000","Hyde Park Theatre","54000"
"2007-09-30T00:00:00.000","Creative Action","55000"
"2007-09-30T00:00:00.000","Austin Shakespeare Festival","63000"
"2007-09-30T00:00:00.000","Texas Folklife Resources","63000"
"2007-09-30T00:00:00.000","Rude Mechanicals - A Theatre Collective","68537"
"2007-09-30T00:00:00.000","Austin Creative Alliance","69000"
"2007-09-30T00:00:00.000","Art Spark Texas","73000"
"2007-09-30T00:00:00.000","Austin Chamber Music Center, Inc.","73000"
"2007-09-30T00:00:00.000","Austin Playhouse","73000"
"2007-09-30T00:00:00.000","Center For Women & Their Work","73000"
"2007-09-30T00:00:00.000","Mexic-Arte Museum","86000"
"2007-09-30T00:00:00.000","Conspirare, Inc.","94000"
"2007-09-30T00:00:00.000","Arthouse at the Jones Center (merged into AMOA during FY2012)","100000"
"2007-09-30T00:00:00.000","Film Society of Austin, Inc.","107000"
"2007-09-30T00:00:00.000","Austin Children's Museum DBA Thinkery","111000"
"2007-09-30T00:00:00.000","One World","115000"
"2007-09-30T00:00:00.000","Zachary Scott Theatre Center","120000"
"2007-09-30T00:00:00.000","Austin Theatre Alliance (formerly Paramount Theatre and State Theatre)","121000"
"2007-09-30T00:00:00.000","The Contemporary Austin Museum Inc","121000"
"2007-09-30T00:00:00.000","Austin Lyric Opera dba Austin Opera","140000"
"2008-09-30T00:00:00.000","Salvage Vanguard Theater/Trouble Puppet Company","1500"
"2008-09-30T00:00:00.000","Texas Juggling Society","2179"
"2008-09-30T00:00:00.000","Austin Scottish Rite Community & Childrens's Theatre (formerly Scottish Rite Children's Theatre and formerly Austin Scottish Rite Co.)","3000"
"2008-09-30T00:00:00.000","Austin Young Artists Concert","3000"
"2008-09-30T00:00:00.000","La Peña/ David Gutierrez","3000"
"2008-09-30T00:00:00.000","Austin Chinese Choir Inc.","3250"
"2008-09-30T00:00:00.000","Austin New Music Corporation (Co-op)","3555"
"2008-09-30T00:00:00.000","Center for Women & Their Work / Museum of Ephemerate","3600"
"2008-09-30T00:00:00.000","Salvage Vanguard Theater/The Dionysium","3600"
"2008-09-30T00:00:00.000","Center for Mexican American Cultural Arts, Inc.","3861"
"2008-09-30T00:00:00.000","Center for Women & Their Work / Shay Ishii Dance Company","4050"
"2008-09-30T00:00:00.000","Ballet East Dance Company/ Up Rise Productions","4083"
"2008-09-30T00:00:00.000","Aienla Project","4113"
"2008-09-30T00:00:00.000","Austin Poets International, Inc./ Barbara Youngblood Carr","4365"
"2008-09-30T00:00:00.000","Buzz Production","4400"
"2008-09-30T00:00:00.000","Center for Women and Their Work / Project Abundant Life","4500"
"2008-09-30T00:00:00.000","Progressive Arts Collective/ Sight Ain't Seeing Productions","4500"
"2008-09-30T00:00:00.000","Austin Visual Arts Association/ Rama Tirumalachar","4550"
"2008-09-30T00:00:00.000","Austin Visual Arts Association/ Songwriters Series Internet TV Series","4550"
"2008-09-30T00:00:00.000","Refraction Arts Project/ St. Idiot Collective","4550"
"2008-09-30T00:00:00.000","Austin Civic Wind Ensemble","4600"
"2008-09-30T00:00:00.000","Austin Singers, Inc.","4600"
"2008-09-30T00:00:00.000","Austin Creative Alliance / John Ashe Corry","4700"
"2008-09-30T00:00:00.000","Austin Creative Alliance / Shrewd Production","4700"
"2008-09-30T00:00:00.000","Austin Summer Musical for Children","4750"
"2008-09-30T00:00:00.000","Capitol View Arts","4750"
"2008-09-30T00:00:00.000","Texas Youth Word Collective","4750"
"2008-09-30T00:00:00.000","Imagine Art, Inc./ Debbie Boyd Kizer aka Storybook Studio","4800"
"2008-09-30T00:00:00.000","La Follia Austin Baroque","4800"
"2008-09-30T00:00:00.000","Writer's League of Texas/Shia Shabazz","4800"
"2008-09-30T00:00:00.000","Austin Latino Music Association","4850"
"2008-09-30T00:00:00.000","Imagine Art, Inc./ Mindy Moore","4850"
"2008-09-30T00:00:00.000","Shady Tree Studios","4850"
"2008-09-30T00:00:00.000","Center for No Idea","4900"
"2008-09-30T00:00:00.000","Hyde Park Theatre/ Capital T Theatre","4900"
"2008-09-30T00:00:00.000","Public Access Community Television, Inc. aka Public Access Community Television","4900"
"2008-09-30T00:00:00.000","Southwest Key Programs/ Xenogia Spoken Word Collective","4900"
"2008-09-30T00:00:00.000","American Repertory Ensemble","4950"
"2008-09-30T00:00:00.000","Center for Women & Their Work / Bennie Klain aka Trickster Films, LLC","4950"
"2008-09-30T00:00:00.000","Austin Gay & Lesbian International Film Festival (aGLIFF)","5000"
"2008-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Skloss","5000"
"2008-09-30T00:00:00.000","First Frontier Collage Society","5000"
"2008-09-30T00:00:00.000","Writer's League of Texas/Writer's at Work","5000"
"2008-09-30T00:00:00.000","Tips on Art","5300"
"2008-09-30T00:00:00.000","Austin Creative Alliance / Bernadette Nason the Storyteller","5400"
"2008-09-30T00:00:00.000","Mexic-Arte Museum/ Kenneth W. Jones","5400"
"2008-09-30T00:00:00.000","Austin Visual Arts Association/ Tim Pipe","5455"
"2008-09-30T00:00:00.000","Center for Women & Their Work / Women Printmakers of Austin","5663"
"2008-09-30T00:00:00.000","The NonProfit Center/Gin Daniel","5830"
"2008-09-30T00:00:00.000","Austin Museum of Digital Art","5976"
"2008-09-30T00:00:00.000","Center for Women & Their Work / Nancy Schiesari","5981"
"2008-09-30T00:00:00.000","The Violet Crown Players, Inc.","6505"
"2008-09-30T00:00:00.000","Texas Early Music Project","6600"
"2008-09-30T00:00:00.000","Ballet East Dance Company/ Proyecto Teatro","6703"
"2008-09-30T00:00:00.000","Performance Encounters","6750"
"2008-09-30T00:00:00.000","Austin Chamber Ensemble","7022"
"2008-09-30T00:00:00.000","Texas Music Museum","7047"
"2008-09-30T00:00:00.000","COLLIDE/ Epistrophy Arts","7175"
"2008-09-30T00:00:00.000","African American Arts Technical Resource Center/ Bolm Studios","7382"
"2008-09-30T00:00:00.000","Chamber Music Austin","7500"
"2008-09-30T00:00:00.000","Spank Dance Company","7500"
"2008-09-30T00:00:00.000","Golden Hornet Project, Inc.","7949"
"2008-09-30T00:00:00.000","Center for Women & Their Work / Michele Owens-Pearce","8000"
"2008-09-30T00:00:00.000","Salvage Vanguard Theater/Gnap! Theater Projects","8050"
"2008-09-30T00:00:00.000","One World/ Mohammad Firoozi","8423"
"2008-09-30T00:00:00.000","One World/ Emily Dedear","8500"
"2008-09-30T00:00:00.000","Vortex Repertory Company/Lorella Loftus","9000"
"2008-09-30T00:00:00.000","Imagine Art, Inc./ Theron Parker-ABC ASL","9250"
"2008-09-30T00:00:00.000","Save Barton Creek Association/ Bill Oliver","9373"
"2008-09-30T00:00:00.000","The Rhizome Collective","9736"
"2008-09-30T00:00:00.000","One World/ Sabrina Barker","9750"
"2008-09-30T00:00:00.000","Austin Visual Arts Association/ Dr. Christopher Adejumo","9868"
"2008-09-30T00:00:00.000","Allison Orr Dance Inc. aka Forklift Dance Works","9884"
"2008-09-30T00:00:00.000","Asian American Community Partnership","10000"
"2008-09-30T00:00:00.000","Badgerdog Literary Publishing","10000"
"2008-09-30T00:00:00.000","Ballet East Dance Company/ Melissa Villarreal","10000"
"2008-09-30T00:00:00.000","Center for Maximum Potential Building Systems, Inc./ Peter Struble","10000"
"2008-09-30T00:00:00.000","Moving Image Arts & Education","10000"
"2008-09-30T00:00:00.000","Russian Speakers Society","10000"
"2008-09-30T00:00:00.000","Austin Creative Alliance / Tongue & Groove Theatre","10472"
"2008-09-30T00:00:00.000","One World/ Oliver Rajamani","10637"
"2008-09-30T00:00:00.000","Second Youth","10789"
"2008-09-30T00:00:00.000","Austin Poets International, Inc./ Austin International Poetry Festival","10850"
"2008-09-30T00:00:00.000","One World/ Sergey Vashchenko","11000"
"2008-09-30T00:00:00.000","Indian Classical Music Circle of Austin","11058"
"2008-09-30T00:00:00.000","Dance International","11250"
"2008-09-30T00:00:00.000","Mexic-Arte Museum/ Robert Rodriguez","11500"
"2008-09-30T00:00:00.000","Red Salmon Arts/ Daniel Llanes","11550"
"2008-09-30T00:00:00.000","Cine Las Americas/ Youth Liberation Network","11648"
"2008-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","11830"
"2008-09-30T00:00:00.000","Center for Women & Their Work / Amie Maciszewski","11843"
"2008-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)/Austin Latino Theatre Alliance","11916"
"2008-09-30T00:00:00.000","Salon Concerts, Inc.","12000"
"2008-09-30T00:00:00.000","Teatro Vivo","12031"
"2008-09-30T00:00:00.000","Tutto Theatre Company","12076"
"2008-09-30T00:00:00.000","Capital City Men's Chorus","12222"
